funlo_seg_desc,EMAIL_THEME,DEPARTMENT,Unique Guids,Unique Households,THEME_SENT,THEME_OPEN,THEME_CLICK,THEME_UNSUBSCRIBE,theme_open_rate,theme_click_rate,DEPT_SENT,DEPT_OPEN,DEPT_CLICK,DEPT_UNSUBSCRIBE,dept_open_rate,dept_click_rate
Moderate Loyal,Ecommerce, Fresh,2030480,1844662,44954576,20947425,812692,12711,0.46596869248638895,0.01807807062844948,313632405,152459285,16138210,126048,0.4861082036468776,0.05145581178067362
Narrow Consumption,Seasonal,Fuel,1459965,1295195,119569270,50222066,1450980,36585,0.42002486090280555,0.01213505777864162,233318221,92220692,11094377,131559,0.39525713681830277,0.047550409704178224
Moderate Loyal,Services,Produce,2202978,1956958,28703733,10952547,712269,8843,0.38157221571145467,0.024814507576418718,225071467,111587959,11992532,106864,0.49578900643145496,0.05328321781454421
Moderate Non-Loyal,Sale - Threshold Offer,Produce,1724652,1574648,33336898,16284434,412337,10484,0.48848078186518734,0.012368787281888075,182587229,85310499,6293255,108070,0.4672314677605409,0.034467114893342296
New: Predicted Opportunity,Sale - Price & Item,Multi Department,101960,96423,70536222,27082308,918401,58004,0.38394894469964663,0.013020274887985921,234463077,101568857,5207476,115768,0.4331976629309527,0.022210217773436455
Narrow Consumption,Sale - Fuel Points,Fresh,1460228,1292843,859233338,306728315,38373663,766793,0.356979066610658,0.04466035162150563,1035160178,454583402,25874667,349928,0.4391430540520658,0.02499580987552247
New: Predicted Opportunity,Diigital Coupons,Multi Department,44528,42670,965791,391171,17748,647,0.4050265533640301,0.018376646707206838,1743156,747711,35964,594,0.42894095537060367,0.02063154416472192
Unreliable Pattern,Sale - Fuel,No Department,2453211,2267128,107668406,45155150,3504053,88752,0.41939090284293795,0.03254485814529473,40112305,16458581,800920,11955,0.4103125213073644,0.019966940319186343
New: Predicted Loyal,Sale - Threshold Offer,Pharmacy,111353,104340,9336182,4770107,200981,3679,0.5109269506528472,0.02152710819047872,32480041,13794021,1091749,24541,0.4246922286828394,0.03361291939255865
Narrow Consumption,Services,Gift Cards,1435232,1263454,522001370,196558596,14251334,168539,0.3765480462244764,0.02730133447734055,2385322480,1073083228,108802590,1105452,0.4498692470294415,0.04561336712845636
Moderate Non-Loyal,Seasonal,Adult Beverage,1600728,1481834,50670147,20034716,332487,15063,0.3953948663302674,0.006561792686332645,195278793,92452498,6937664,80435,0.4734384956998377,0.03552697091895688
New: Predicted Opportunity,Sale - Fuel Points,Produce,22134,21026,61760,28978,2491,20,0.46920336787564765,0.04033354922279793,1341231,674260,52481,706,0.5027172798719982,0.03912897927351813
Bottom Non-Loyal,Sale - Fuel, Fresh,1,1,57,52,44,0,0.9122807017543859,0.7719298245614035,1,1,0,0,1,0
Moderate Non-Loyal,Best Customer ,Multi Department,1838939,1658601,40211602,16871315,1581921,40936,0.419563363827186,0.03933991488327175,106526761,47271234,3459251,32490,0.44374984798420747,0.032473070311412174
New: Predicted Opportunity,Weekly Specials,General Merchandise,101350,95884,150928780,61561542,3101529,76149,0.4078847122463986,0.02054961949602985,92039753,36399991,1355598,76767,0.3954811895247046,0.014728396761342894
Narrow Consumption,Weekly Specials,No Department,1573715,1370733,4153503638,1823320004,243037080,1113744,0.43898360586918067,0.058513751565419964,1437107293,611906166,50189503,637898,0.42579017515291395,0.0349239776629538
Moderate Loyal,Savings - Fuel Points,General Merchandise,1544404,1414283,73259030,34745290,4333406,45690,0.4742799624838058,0.059151834251695665,10932955,4906659,200106,3242,0.4487953165452524,0.01830301139993716
Bottom Non-Loyal,Weekly Specials,No Department,5776060,5387128,14679439324,5558728558,196601532,6630028,0.3786744462993088,0.013392986452729726,3724587627,1329927838,43333978,3693980,0.35706713633455345,0.011634570679950336
Narrow Consumption,Brand Savings,HBC,1445692,1279164,1025022604,415056578,34134863,454533,0.4049243171616926,0.03330157097686794,708526989,280241807,24076668,431495,0.3955273565450589,0.03398129975822276
New: Predicted Non-Loyal,Best Customer ,Multi Department,2778001,2681347,64021536,23542671,682671,61792,0.36773049306408395,0.010663146226294851,100524931,37468561,960123,59099,0.37272903972448385,0.00955109335016604
New: Predicted Opportunity,Sale - Prie,General Merchandise,16266,15550,313967,136394,10965,231,0.4344214519360315,0.034924052527813436,80570,32431,867,27,0.40251954821894004,0.01076082909271441
Bottom Non-Loyal,Sale - Fuel Points,Pharmacy,4658100,4422013,506224711,222766352,8984580,394172,0.4400542825338291,0.017748205104906465,2160700547,911844888,27485005,1150059,0.4220135405926752,0.012720413774209129
Unreliable Pattern,Ecommerce,HBC,2648864,2426917,1178187960,459253876,18033970,924292,0.3897967825099825,0.015306530547129339,1869832672,627119298,35123712,1182573,0.33538792395215994,0.01878441452326917
Moderate Non-Loyal,Best Customer,HBC,1676453,1530194,1030089404,482564683,39706492,842968,0.46846873788442545,0.038546646384103565,292524772,123129260,9998379,131324,0.4209190871534121,0.034179597617120784
New: Predicted Loyal,Weekly Specials,Gift Cards,136778,126033,178061165,74056876,6078814,77779,0.4159069497270783,0.03413890951460415,166471831,68862048,4343399,117529,0.4136558574885862,0.026090894621084573
Narrow Consumption,Sale - Threshold Offer,HBC,1469472,1301735,958688824,495170035,21700920,264371,0.5165075701351871,0.022636041494106328,925211608,312616058,26091963,669380,0.33788600931604396,0.02820107613695223
New: Predicted Opportunity,Brand Savings,No Department,93626,89116,42694014,16259658,888571,51348,0.380841632740365,0.020812542948058246,22039098,9276952,497088,13767,0.4209315644406137,0.02255482506588972
New: Predicted Loyal,Savings - Fuel Points,General Merchandise,34691,32458,1283998,604063,77370,1082,0.47045478263984836,0.0602571032042106,229441,95690,4065,120,0.4170571083633701,0.01771697299087783
Bottom Non-Loyal,Weekly Specials,Fresh,5770984,5383436,14675932423,5557368345,196459844,6619727,0.3786722495594582,0.013386532339990183,4283730560,1433832251,41775789,4328239,0.33471578824042564,0.00975219809343004
New: Predicted Loyal,Sale - Digital Coupon,Grocery,23693,21818,2674432,1292531,184573,2605,0.4832917793385661,0.06901390650425959,804477,384534,38360,187,0.47799253428003535,0.04768315315416102
Top Loyal,Ecommerce,Grocery,3366726,2826857,1786770908,706962867,55745634,1266541,0.39566508713270365,0.031199094271351323,3383053289,1640230884,134877567,804614,0.48483743644630484,0.03986859073091
Bottom Non-Loyal,Sale - Threshold Offer,Fresh,5267744,4972424,2736513845,1115963983,18888896,1848767,0.4078049833509978,0.006902539899263692,3173785117,1100630773,25640077,2447604,0.3467880566660304,0.008078706041773905
New: Predicted Opportunity,Sale - Fuel Points,No Department,93220,88762,46379680,18720756,1100973,56664,0.4036413360333663,0.023738262100989053,22803422,9429127,498441,13644,0.4134961410616354,0.021858166726029103
New: Predicted Non-Loyal,Sale - Digital Coupon,Grocery,533361,518065,53790654,24235560,904166,66971,0.4505533619278918,0.016808979492980325,6417221,2803410,61602,3314,0.43685732500096225,0.009599482392767835
New: Predicted Non-Loyal,Sale - Prie,Gift Cards,22602,21373,492315,274384,21071,502,0.557334227070067,0.04279983343997237,95274,48761,2764,16,0.5117975523227744,0.029011062829313348
New: Predicted Opportunity,Services,Adult Beverage,14052,13474,139482,55152,1520,73,0.39540585882049295,0.010897463471989216,1411375,730236,54652,721,0.5173933221149588,0.03872252236294394
Unreliable Pattern,Holiday,Produce,2459780,2287959,37194492,14177425,256340,10426,0.38117001302235826,0.006891880658028614,180705936,80214031,4999389,93859,0.44389261789385825,0.02766588143512895
Unreliable Pattern,Weekly Specials,Produce,2823389,2563761,260853605,106676192,6713904,98909,0.408950422594313,0.02573820668493349,283140224,124553058,7689484,195293,0.4398988467283264,0.027157865072537344
Unreliable Pattern,Digital Coupons,Fuel,2709045,2485147,366193594,197935116,13651461,99758,0.5405204221021955,0.03727935502880479,473203808,180561457,11194625,332171,0.381572282275463,0.023657089843199232
New: Predicted Loyal,Seasonal,Pharmacy,123570,115581,13138692,5390159,156618,6320,0.410250807310195,0.011920364675570444,35317042,13987329,1117607,26306,0.3960504110168683,0.03164497751538761
Moderate Non-Loyal,Weekly Specials, Fresh,1809200,1637223,233474523,99407910,8043673,67462,0.4257762633912737,0.034452037407096445,256469595,116200314,8729881,149329,0.45307637343912055,0.03403865865659436
New: Predicted Loyal,Sale - Fuel,Pharmacy,14424,13060,338438,181675,28967,177,0.5368043777589987,0.08559027059609145,20441,5835,200,5,0.2854557017758427,0.009784257130277384
Top Loyal,Weekly Specials,Produce,3421518,2854609,324599934,147897183,20674564,82763,0.4556291222166422,0.06369244671503846,360891378,176816159,23461233,181082,0.48994287416863697,0.06500912582067837
Moderate Non-Loyal,Sale - Threshold Offer,Grocery,1844205,1667846,1229249136,590791553,18614537,498606,0.4806117293052952,0.01514301410092673,1164570494,527161768,27663355,565829,0.45266625826087603,0.023754126643706637
Moderate Loyal,Sale - Price & Item,Produce,2356175,2099054,47707233,24196084,1256888,15355,0.5071785236423164,0.026345858289454765,249216703,120413000,12540679,128573,0.48316584944147983,0.05032037920829087
New: Predicted Loyal,Holiday,Fuel,68907,64064,1135923,453048,16204,414,0.39883689299362723,0.014265051416337198,4158328,1629084,142616,2434,0.39176418983783867,0.03429647685319676
Bottom Non-Loyal,Holiday,Fuel,5113821,4844756,194738881,72067157,935966,74407,0.37007071535961017,0.00480626157033325,674685388,254522008,7862763,473997,0.37724547252237217,0.011653969598049157
Narrow Consumption,Sale - Fuel Points,Adult Beverage,1229871,1117588,17167378,7605089,944818,4716,0.44299653680369827,0.055035661240755575,158435784,77739089,9586248,49868,0.49066623105800394,0.06050557366510081
Bottom Non-Loyal,Sale - Price & Item,General Merchandise,5456061,5132088,2859197035,1150623756,27171463,1606259,0.4024289833526636,0.009503179622596385,5042022427,1954451586,60375971,4613798,0.3876324658006127,0.011974554233770765
Top Loyal,Best Customer,Grocery,3341285,2820146,1923623218,875525957,155599751,1349593,0.45514420329688493,0.08088889214062293,1744248421,849906123,70455293,384273,0.4872620853586543,0.040392923480250066
Moderate Non-Loyal,Sale - Digital Coupon,Fresh,1411992,1309931,156351101,74689859,7417122,130108,0.47770599965266636,0.04743888563982674,78628205,33253830,897322,24103,0.4229249542196722,0.011412215247696422
New: Predicted Opportunity,Best Customer ,Multi Department,71685,68049,1410830,569920,31830,1407,0.4039607890390763,0.02256118738614858,2525047,1042027,56164,1292,0.4126762788969869,0.022242754293286423
Unreliable Pattern,Weekly Specials,General Merchandise,2879846,2606861,7327185817,2976551451,195042954,2370273,0.40623392463911906,0.026619081168581207,2416986571,928334260,53273006,2265663,0.3840874712083785,0.02204108481163754
New: Predicted Opportunity,Diigital Coupons,Grocery,12606,11983,251005,113527,10484,142,0.4522897950240035,0.04176809226907831,56282,27403,2008,11,0.4868874595785509,0.0356774812551082
Moderate Non-Loyal,Weekly Specials,Grocery,1935953,1731525,4990229974,2120999681,173666886,1588327,0.4250304479053654,0.034801379276072616,1355231637,583735568,32580362,900086,0.430727524404745,0.024040437893053702
Moderate Non-Loyal,Seasonal,HBC,1834758,1660201,1408426356,571551500,11615812,552050,0.4058085803103219,0.008247369094248901,1413706868,463169433,30667588,1136404,0.3276276316427997,0.021693031769298866
New: Predicted Loyal,Brand Savings,Multi Department,138053,127167,122728306,47404577,2717511,115523,0.3862562643046666,0.022142495798809444,334667970,150119896,12453996,140349,0.44856367939841985,0.03721299053506674
New: Predicted Non-Loyal,Sale - Fuel,Fresh,725590,706126,29075202,12267007,420030,27687,0.42190616594856334,0.014446331275703606,3251454,1281165,24519,2127,0.3940283331703293,0.007540933994452943
Unreliable Pattern,Services,Pharmacy,2557905,2352763,292584366,104407885,4807844,92327,0.35684710850203116,0.01643233391356256,1441270396,563788797,29728617,800987,0.391174895817398,0.020626675662323117
New: Predicted Non-Loyal,Brand Savings,Produce,531184,507639,1582928,787741,18646,930,0.4976480294744928,0.01177943658839821,27021246,14679268,494973,18060,0.5432491158993926,0.018317919166273827
Unreliable Pattern,Weekly Specials,Multi Department,2882698,2608850,7333101685,2978915164,195335481,2437893,0.40622853629500705,0.026637497936181965,13483000301,6037585489,356578816,4196477,0.4477924315222486,0.026446548100540607
Bottom Non-Loyal,Brand Savings, Fresh,1946491,1833558,22898315,11031213,247527,8749,0.4817478054607948,0.010809834697443895,319449519,165292634,6173701,163481,0.5174295911210935,0.019326061342418238
Moderate Non-Loyal,Sale - Digital Coupon,General Merchandise,1231626,1144814,137191320,66577817,6432669,108307,0.4852917589830027,0.04688830896881815,29259940,12926172,395092,6714,0.44177028387618017,0.01350283014934412
Bottom Non-Loyal,Seasonal,Gift Cards,5315348,5011253,2751365232,993443644,10852526,1278600,0.3610729802229325,0.003944414894023782,11545784299,4618553305,147891731,7914654,0.4000207508986653,0.012809154161385915
New: Predicted Non-Loyal,Sale - Fuel Points,Grocery,2547048,2469446,1670307238,686178015,21458624,1789050,0.410809460313193,0.012847111903612549,443836464,165325526,5128235,311840,0.37249198614740225,0.01155433457130282
Bottom Non-Loyal,Ecommerce,Pharmacy,4982068,4706259,545931283,235049756,6366877,412940,0.43054824539153586,0.011662414663275488,2599767698,1016224830,32503758,1472471,0.3908906287210897,0.012502562450100878
Moderate Non-Loyal,Ecommerce,No Department,1827486,1645425,1105383382,414328879,21376445,1125520,0.37482821412634554,0.019338489566690445,1365570297,578599941,31407418,433209,0.4237057164110241,0.02299948824970671
Unreliable Pattern,Digital Coupons,Pharmacy,2705048,2482504,1235630328,665890171,45057365,339481,0.5389072734058046,0.036465085049288304,1767560260,668565989,34459591,1159757,0.378242260889029,0.019495567862563283
New: Predicted Opportunity,Seasonal,Pharmacy,92049,88007,8183020,3238906,71283,4622,0.3958081490696589,0.008711087104760835,26263025,10283371,533607,21386,0.39155318170698156,0.020317804213337953
New: Predicted Loyal,Best Customer ,Multi Department,96155,88669,1887991,777099,67122,1696,0.41160100869124905,0.03555207625460079,3606634,1539050,132877,1481,0.42672752488885757,0.036842385448592786
Bottom Non-Loyal,Best Customer ,HBC,2765773,2638476,63037251,25551695,1069820,65794,0.40534278691816683,0.01697123499246501,6833364,2815840,30341,2819,0.41207229704139864,0.00444012641504243
New: Predicted Non-Loyal,Sale - Fuel,No Department,889219,860402,39687506,16369812,511501,28625,0.4124676415796951,0.012888212224774214,4080098,1559593,51848,2414,0.38224400492341115,0.01270753790717772
Bottom Non-Loyal,Weekly Specials,Grocery,5771792,5383765,14675176913,5556850130,196424159,6603851,0.37865643207868016,0.013384789850539909,3734732238,1308607920,41710908,3932888,0.35038868561586023,0.011168379777163558
Unreliable Pattern,Best Customer,Produce,627302,625720,6067512,3378539,1036111,1634,0.5568244446817741,0.1707637331413601,52600047,26368737,3173074,18923,0.5013063391369214,0.06032454685829463
Narrow Consumption,Seasonal, Fresh,1350978,1214234,38802050,16061580,414266,9862,0.41393637707286085,0.010676394675023614,153061464,71825803,8672593,67514,0.469261178633441,0.0566608522704317
New: Predicted Loyal,Services,Gift Cards,105638,97442,15308079,5816141,466290,6070,0.3799393117843199,0.0304603863097388,84532268,37832959,3043105,52210,0.4475564171542162,0.035999329865371646
Top Loyal,Savings - Fuel Points,No Department,3047198,2624779,138654987,62720451,10005413,103256,0.4523490453322101,0.0721604986339222,79514982,34441008,3278674,20035,0.43313860022001893,0.04123341183677813
Moderate Non-Loyal,Services,No Department,1826968,1644790,1044686518,358240441,20282737,898930,0.3429166882385286,0.019415141911499234,1360088527,577705524,31364427,430203,0.42475582473610557,0.023060577585476538
Bottom Non-Loyal,Sale - Threshold Offer,Fuel,5138881,4861783,265711490,120732077,1633946,108611,0.4543728124064187,0.006149323839928789,1100163806,435141539,13737137,758266,0.39552431794870374,0.012486446950064452
